customer_id,age,annual_income,spending_score,purchase_frequency,avg_order_value,last_purchase_days
CUST_0697,41,20000,76,2,72,7
CUST_0698,22,24181,28,4,35,13
CUST_0699,49,49431,67,7,94,62
CUST_0700,35,40447,81,5,52,94
CUST_0701,31,44818,62,2,125,120
CUST_0702,50,48703,76,2,73,10
CUST_0703,29,53147,95,5,93,85
CUST_0704,22,70673,75,2,41,15
CUST_0705,22,46438,59,10,51,4
CUST_0706,45,31421,75,2,55,81
CUST_0707,22,54368,57,7,123,40
CUST_0708,59,113542,55,22,201,7
CUST_0709,22,33537,47,2,45,22
CUST_0710,58,20237,86,5,140,13
CUST_0711,40,70562,38,2,35,53
CUST_0712,36,33784,85,7,35,24
CUST_0713,31,20000,64,6,41,120
CUST_0714,42,60382,27,4,35,2
CUST_0715,37,26338,62,5,35,17
CUST_0716,51,34395,15,18,94,26
CUST_0717,39,44319,67,2,64,27
CUST_0718,39,40712,72,2,92,15
CUST_0719,33,55585,43,15,111,52
CUST_0720,37,27964,57,6,86,83
CUST_0721,41,49407,94,17,109,111
CUST_0722,22,31078,44,7,70,65
CUST_0723,22,56572,33,13,36,76
CUST_0724,46,52534,84,4,139,31
CUST_0725,40,20717,94,11,51,69
CUST_0726,35,69674,55,19,42,14
CUST_0727,38,26328,75,6,66,20
CUST_0728,42,58972,81,2,42,15
CUST_0729,31,45268,40,2,57,25
CUST_0730,28,109415,45,2,90,13
CUST_0731,40,31758,79,2,90,120
CUST_0732,26,29448,88,2,43,15
CUST_0733,42,35894,66,6,55,4
CUST_0734,22,30275,37,7,140,29
CUST_0735,50,58686,94,4,99,2
CUST_0736,43,20000,44,7,255,4
CUST_0737,41,20000,48,2,149,9
CUST_0738,49,20000,61,2,146,24
CUST_0739,57,64227,86,2,35,22
CUST_0740,50,101353,72,5,116,64
CUST_0741,22,34109,63,2,71,53
CUST_0742,22,32817,64,2,52,22
CUST_0743,30,37874,55,4,81,16
CUST_0744,38,72920,66,13,129,15
CUST_0745,44,20818,15,2,99,59
CUST_0746,29,41899,49,8,43,2
CUST_0747,40,65193,59,8,115,1
CUST_0748,28,49052,31,12,50,63
CUST_0749,30,40690,62,21,83,25
CUST_0750,22,66212,50,2,61,5
CUST_0751,26,20000,90,2,64,10
CUST_0752,22,54541,86,17,116,107
CUST_0753,26,24527,45,4,39,78
CUST_0754,50,20000,51,6,236,49
CUST_0755,26,49351,53,8,35,26
CUST_0756,69,82800,45,9,51,29
CUST_0757,43,33440,58,21,92,120
CUST_0758,40,64326,39,40,104,120
CUST_0759,27,95546,32,10,69,9
CUST_0760,46,79933,67,2,71,66
CUST_0761,31,97146,67,16,94,8
CUST_0762,39,56685,38,2,64,9
CUST_0763,68,37996,72,2,170,45
CUST_0764,36,20000,42,18,121,20
CUST_0765,51,31330,60,2,124,107
CUST_0766,29,21895,71,2,41,3
CUST_0767,37,133594,54,2,70,28
CUST_0768,59,32678,64,15,61,100
CUST_0769,30,39101,44,5,40,93
CUST_0770,59,50558,51,8,91,6
CUST_0771,46,37278,50,2,53,18
CUST_0772,31,100411,40,11,109,38
CUST_0773,45,24994,51,11,38,6
CUST_0774,49,40813,24,2,206,120
CUST_0775,45,23260,45,4,43,98
CUST_0776,22,20000,49,2,84,7
CUST_0777,29,25158,49,30,118,5
CUST_0778,35,35517,50,8,52,3
CUST_0779,37,28068,53,21,122,96
CUST_0780,45,23969,64,2,35,8
CUST_0781,40,20000,72,12,176,21
CUST_0782,22,34549,42,11,74,23
CUST_0783,42,20000,30,9,51,36
CUST_0784,45,57298,34,26,61,2
CUST_0785,44,38156,45,4,119,10
CUST_0786,50,20000,47,2,51,107
CUST_0787,48,30166,39,8,47,95
CUST_0788,43,23125,29,10,64,60
CUST_0789,37,43980,45,6,36,1
CUST_0790,22,81167,58,2,219,15
CUST_0791,43,20000,66,5,52,39
CUST_0792,40,38910,43,2,121,12
CUST_0793,41,32988,46,4,83,96
CUST_0794,22,54328,36,8,40,40
CUST_0795,25,41271,54,10,73,2
CUST_0796,50,23128,38,2,117,95
CUST_0797,37,29988,66,4,65,120
CUST_0798,46,22525,19,2,150,3
CUST_0799,38,69258,47,2,136,30
CUST_0800,38,36782,61,12,127,14
CUST_0801,49,113631,58,19,55,19
CUST_0802,31,35017,95,3,38,7
CUST_0803,39,23740,61,11,51,34
CUST_0804,32,20000,34,18,82,120
CUST_0805,32,20000,53,14,102,27
CUST_0806,34,20000,19,2,35,3
CUST_0807,40,42628,53,25,73,38
CUST_0808,32,49278,38,3,81,16
CUST_0809,53,20000,73,3,62,77
CUST_0810,27,62132,44,2,159,22
CUST_0811,35,27178,52,5,94,8
CUST_0812,32,39659,42,2,161,8
CUST_0813,55,95543,89,2,64,58
CUST_0814,40,62199,48,3,129,12
CUST_0815,50,30911,91,13,196,58
CUST_0816,22,21274,71,16,161,9
CUST_0817,41,20000,64,2,38,15
CUST_0818,48,23588,62,15,63,25
CUST_0819,38,31994,62,15,59,114
CUST_0820,50,20084,16,11,98,107
CUST_0821,31,33565,49,2,111,9
CUST_0822,54,38029,71,9,44,17
CUST_0823,65,31732,54,23,76,6
CUST_0824,33,24587,26,9,35,28
CUST_0825,32,40182,53,3,175,24
CUST_0826,55,47342,89,5,54,92
CUST_0827,56,20000,79,8,76,106
CUST_0828,31,84673,53,5,61,19
CUST_0829,32,34229,74,2,146,27
CUST_0830,34,36728,47,2,35,90
CUST_0831,22,55543,20,12,72,65
CUST_0832,26,41769,36,15,69,1
CUST_0833,25,64336,86,2,56,15
CUST_0834,28,43142,49,24,207,21
CUST_0835,37,25148,50,3,43,10
CUST_0836,40,45111,49,8,117,8
CUST_0837,56,20000,93,11,91,1
CUST_0838,26,38759,87,13,157,41
CUST_0839,49,35598,95,23,49,12
CUST_0840,35,32052,51,3,47,2
CUST_0841,37,33620,60,15,142,10
CUST_0842,46,20000,24,2,95,64
CUST_0843,24,26128,84,9,35,76
CUST_0844,42,38395,31,10,53,26
CUST_0845,39,39971,59,9,92,21
CUST_0846,43,20000,33,2,121,120
CUST_0847,41,77607,43,16,49,8
CUST_0848,67,21596,38,2,35,9
CUST_0849,30,64969,42,2,100,13
CUST_0850,31,46925,44,10,35,7
CUST_0851,30,24643,44,5,35,19
CUST_0852,31,105365,71,15,35,96
CUST_0853,30,20000,32,3,120,38
CUST_0854,52,63037,59,2,79,21
CUST_0855,55,66194,79,14,64,108
CUST_0856,31,24285,44,6,169,1
CUST_0857,28,83740,40,2,108,9
CUST_0858,43,31256,50,10,194,33
CUST_0859,31,43183,78,5,35,38
CUST_0860,45,42454,58,7,72,1
CUST_0861,40,33503,44,4,35,20
CUST_0862,22,59070,64,14,64,41
CUST_0863,56,58459,32,14,63,47
CUST_0864,59,20000,68,9,107,40
CUST_0865,30,79427,63,2,75,15
CUST_0866,33,20000,48,14,107,3
CUST_0867,41,67476,38,8,112,22
CUST_0868,42,71397,37,9,268,5
CUST_0869,45,20000,65,3,60,117
CUST_0870,62,28382,79,16,41,25
CUST_0871,35,20000,42,10,85,15
CUST_0872,28,31921,64,2,45,58
CUST_0873,22,30187,15,4,179,27
CUST_0874,29,57976,43,17,62,14
CUST_0875,37,79712,54,2,52,66
CUST_0876,59,83902,36,26,55,80
CUST_0877,31,25918,36,9,113,44
CUST_0878,40,32031,41,7,67,1
CUST_0879,37,20000,60,2,50,33
CUST_0880,52,22392,51,2,200,57
CUST_0881,68,64790,15,22,44,5
CUST_0882,31,95736,15,2,75,10
CUST_0883,32,20000,42,11,109,85
CUST_0884,50,25451,64,3,35,1
CUST_0885,46,35744,15,2,98,55
CUST_0886,60,42963,45,2,39,25
CUST_0887,45,22342,44,6,120,23
CUST_0888,33,46837,82,29,41,1
CUST_0889,45,27328,47,3,111,68
CUST_0890,51,36001,62,3,143,17
CUST_0891,47,50401,57,3,123,31
CUST_0892,44,36455,15,5,85,45
CUST_0893,50,27949,70,4,64,48
CUST_0894,52,34004,59,16,52,120
CUST_0895,54,34440,65,5,178,30
CUST_0896,45,29085,95,5,48,20
CUST_0897,35,31092,15,2,39,120
CUST_0898,39,94768,89,32,109,41
CUST_0899,52,50845,49,2,45,14
CUST_0900,28,30415,60,2,41,5
CUST_0901,42,55169,54,8,35,73
CUST_0902,33,29723,46,7,55,17
CUST_0903,38,73414,43,4,70,43
CUST_0904,53,45332,61,4,85,25
CUST_0905,40,34051,24,12,130,8
CUST_0906,38,47506,70,2,101,36
CUST_0907,22,20000,46,13,65,2
CUST_0908,46,20000,32,8,65,21
CUST_0909,45,20000,45,4,100,31
CUST_0910,63,39567,80,4,158,22
CUST_0911,34,102694,44,2,79,55
CUST_0912,40,138521,62,11,55,70
CUST_0913,40,53254,40,5,40,59
CUST_0914,56,49045,70,3,35,1
CUST_0915,36,20000,68,7,109,8
CUST_0916,41,26223,91,40,104,30
CUST_0917,45,22636,51,4,104,109
CUST_0918,40,25021,68,20,68,72
CUST_0919,32,32830,56,3,171,73
CUST_0920,40,27357,80,2,55,14
CUST_0921,50,20000,40,2,130,22
CUST_0922,25,56882,69,4,72,25
CUST_0923,39,20000,51,2,51,6
CUST_0924,29,41921,53,2,105,1
CUST_0925,52,126051,56,19,94,117
CUST_0926,22,20918,60,14,91,11
CUST_0927,31,20000,52,10,77,10
CUST_0928,42,30589,59,2,72,3
CUST_0929,56,70303,86,2,280,105
CUST_0930,37,117595,74,2,149,34
CUST_0931,31,20000,72,10,113,43
CUST_0932,60,48923,45,21,78,97
CUST_0933,22,27469,37,4,134,16
CUST_0934,22,34078,74,2,100,38
CUST_0935,43,150000,72,5,74,1
CUST_0936,31,20000,84,3,61,8
CUST_0937,25,42287,42,3,70,71
CUST_0938,46,48079,50,7,35,58
CUST_0939,40,69666,22,10,83,17
CUST_0940,31,38514,47,2,54,18
CUST_0941,22,43688,74,2,191,30
CUST_0942,48,28710,45,40,74,1
CUST_0943,45,42679,67,2,36,11
CUST_0944,36,29557,51,2,71,9
CUST_0945,60,52730,61,2,39,11
CUST_0946,25,29092,32,2,97,65
CUST_0947,22,45536,56,3,87,13
CUST_0948,29,35683,15,12,130,8
CUST_0949,37,71369,51,3,45,28
CUST_0950,40,35212,22,4,75,80
CUST_0951,35,20000,79,9,35,11
CUST_0952,42,77431,70,5,112,3
CUST_0953,22,21090,64,15,100,17
CUST_0954,55,24532,85,16,99,55
CUST_0955,37,25402,36,2,73,32
CUST_0956,51,82839,89,12,94,67
CUST_0957,42,20000,73,4,192,120
CUST_0958,43,150000,50,35,62,62
CUST_0959,44,68434,77,5,80,37
CUST_0960,43,41520,32,34,38,27
CUST_0961,45,35138,38,11,43,1
CUST_0962,53,43102,42,2,78,120
CUST_0963,40,49646,44,6,142,19
CUST_0964,46,53483,33,38,63,6
CUST_0965,36,50683,79,15,63,43
CUST_0966,55,38320,49,2,57,13
CUST_0967,29,32260,62,9,53,35
CUST_0968,59,33164,43,3,87,35
CUST_0969,37,32307,18,2,35,23
CUST_0970,22,71701,60,4,158,72
CUST_0971,39,51851,16,2,49,12
CUST_0972,29,20000,53,13,113,23
CUST_0973,48,53827,27,3,35,30
CUST_0974,30,40816,94,14,110,43
CUST_0975,32,35910,73,2,110,61
CUST_0976,22,28764,57,2,92,20
CUST_0977,32,71286,80,2,40,41
CUST_0978,22,64120,38,2,85,6
CUST_0979,22,22840,65,2,36,107
CUST_0980,47,46361,58,2,63,19
CUST_0981,47,20272,60,6,136,52
CUST_0982,43,20000,80,2,118,1
CUST_0983,26,24933,69,4,74,9
CUST_0984,37,60927,60,3,41,26
CUST_0985,37,64336,21,16,108,84
CUST_0986,24,49407,35,18,74,29
CUST_0987,56,56109,52,5,35,106
CUST_0988,48,49498,56,3,117,26
CUST_0989,35,24713,32,2,72,26
CUST_0990,38,47058,95,24,151,5
CUST_0991,40,58702,85,2,38,64
CUST_0992,22,57100,67,2,35,11
CUST_0993,35,74113,56,2,87,91
CUST_0994,29,55546,50,3,87,96
CUST_0995,25,44840,35,2,35,114
CUST_0996,34,69015,56,12,40,29
CUST_0997,59,35742,60,2,280,45
CUST_0998,45,21394,30,8,61,60
CUST_0999,31,32930,61,2,114,5
CUST_1000,44,23226,51,2,49,36
